#Time,BothArmsLabel,Start/End,RightArmLabel,Start/End,LeftArmLabel,Start/End,Locomotion,Start/End,SessionLabel,Info10
18:52:36.886,Walk,End,Walk,End,Walk,End,Walk,End,,
18:52:38.626,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
18:52:40.366,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
18:52:41.026,CleanTable,Start,CleanTable,Start,,,,,,
18:52:45.106,CleanTable,End,CleanTable,End,,,,,,
18:52:45.526,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
18:52:47.446,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
18:52:48.646,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
18:52:52.606,Walk,End,Walk,End,Walk,End,Walk,End,,
18:52:55.606,BrushTeeth,Start,BrushTeeth,Start,,,,,,
18:53:01.072,BrushTeeth,End,BrushTeeth,End,,,,,,
18:53:04.552,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
18:53:07.912,Walk,End,Walk,End,Walk,End,Walk,End,,
18:53:08.692,CloseDoor,Start,CloseDoor,Start,,,,,,
18:53:10.852,CloseDoor,End,CloseDoor,End,,,,,,
18:53:13.732,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
18:53:17.152,Walk,End,Walk,End,Walk,End,Walk,End,,
18:53:19.552,BrushTeeth,Start,BrushTeeth,Start,,,,,,
18:53:24.967,BrushTeeth,End,BrushTeeth,End,,,,,,
18:53:27.367,OpenDoor,Start,OpenDoor,Start,,,,,,
18:53:29.770,OpenDoor,End,OpenDoor,End,,,,,,
18:53:33.732,BrushTeeth,Start,BrushTeeth,Start,,,,,,
18:53:38.666,BrushTeeth,End,BrushTeeth,End,,,,,,
18:53:41.127,CloseDoor,Start,CloseDoor,Start,,,,,,
18:53:43.109,CloseDoor,End,CloseDoor,End,,,,,,
18:53:43.142,,,,,,,,,S1,End
18:54:23.374,,,,,,,,,S2,Start
18:54:23.407,DrinkGlass,Start,,,DrinkGlass,Start,,,,
18:54:27.307,DrinkGlass,End,,,DrinkGlass,End,,,,
18:54:28.327,PourWater,Start,,,PourWater,Start,,,,
18:54:31.867,PourWater,End,,,PourWater,End,,,,
18:54:32.647,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
18:54:34.447,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
18:54:35.407,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
18:54:38.647,Walk,End,Walk,End,Walk,End,Walk,End,,
18:54:39.367,OpenDoor,Start,OpenDoor,Start,,,,,,
18:54:42.129,OpenDoor,End,OpenDoor,End,,,,,,
18:54:43.809,CleanTable,Start,,,CleanTable,Start,,,,
18:54:47.109,CleanTable,End,,,CleanTable,End,,,,
18:54:48.297,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
18:54:50.589,Walk,End,Walk,End,Walk,End,Walk,End,,
18:54:50.649,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
18:54:52.629,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
18:54:54.069,PourWater,Start,,,PourWater,Start,,,,
18:54:57.978,PourWater,End,,,PourWater,End,,,,
18:54:58.938,DrinkGlass,Start,,,DrinkGlass,Start,,,,
18:55:02.538,DrinkGlass,End,,,DrinkGlass,End,,,,
18:55:02.571,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
18:55:03.891,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
18:55:04.071,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
18:55:09.173,Walk,End,Walk,End,Walk,End,Walk,End,,
18:55:09.893,OpenDoor,Start,OpenDoor,Start,,,,,,
18:55:12.599,OpenDoor,End,OpenDoor,End,,,,,,
18:55:16.081,BrushTeeth,Start,BrushTeeth,Start,,,,,,
18:55:22.141,BrushTeeth,End,BrushTeeth,End,,,,,,
18:55:24.961,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
18:55:28.804,Walk,End,Walk,End,Walk,End,Walk,End,,
18:55:29.164,CleanTable,Start,,,CleanTable,Start,,,,
18:55:33.964,CleanTable,End,,,CleanTable,End,,,,
18:55:35.884,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
18:55:37.504,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
18:55:38.524,DrinkGlass,Start,,,DrinkGlass,Start,,,,
18:55:42.189,DrinkGlass,End,,,DrinkGlass,End,,,,
18:55:43.989,PourWater,Start,,,PourWater,Start,,,,
18:55:48.563,PourWater,End,,,PourWater,End,,,,
18:55:48.983,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
18:55:50.483,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
18:55:51.443,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
18:55:55.043,Walk,End,Walk,End,Walk,End,Walk,End,,
18:55:55.703,CloseDoor,Start,CloseDoor,Start,,,,,,
18:55:57.563,CloseDoor,End,CloseDoor,End,,,,,,
18:56:01.465,BrushTeeth,Start,BrushTeeth,Start,,,,,,
18:56:06.266,BrushTeeth,End,BrushTeeth,End,,,,,,
18:56:08.906,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
18:56:12.567,Walk,End,Walk,End,Walk,End,Walk,End,,
18:56:13.287,CleanTable,Start,,,CleanTable,Start,,,,
18:56:17.008,CleanTable,End,,,CleanTable,End,,,,
18:56:18.988,CloseDoor,Start,CloseDoor,Start,,,,,,
18:56:20.788,CloseDoor,End,CloseDoor,End,,,,,,
18:56:24.748,OpenDoor,Start,OpenDoor,Start,,,,,,
18:56:27.928,OpenDoor,End,OpenDoor,End,,,,,,
18:56:29.428,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
18:56:31.888,Walk,End,Walk,End,Walk,End,Walk,End,,
18:56:31.921,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
18:56:34.261,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
18:56:35.041,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
18:56:37.021,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
18:56:38.461,PourWater,Start,,,PourWater,Start,,,,
18:56:42.674,PourWater,End,,,PourWater,End,,,,
18:56:43.514,CleanTable,Start,,,CleanTable,Start,,,,
18:56:46.274,CleanTable,End,,,CleanTable,End,,,,
18:56:47.894,DrinkGlass,Start,,,DrinkGlass,Start,,,,
18:56:52.041,DrinkGlass,End,,,DrinkGlass,End,,,,
18:56:52.641,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
18:56:56.355,Walk,End,Walk,End,Walk,End,Walk,End,,
18:56:56.595,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
18:56:58.335,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
18:56:59.175,CleanTable,Start,,,CleanTable,Start,,,,
18:57:01.815,CleanTable,End,,,CleanTable,End,,,,
18:57:01.935,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
18:57:03.795,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
18:57:04.995,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
18:57:09.315,Walk,End,Walk,End,Walk,End,Walk,End,,
18:57:11.415,BrushTeeth,Start,BrushTeeth,Start,,,,,,
18:57:16.575,BrushTeeth,End,BrushTeeth,End,,,,,,
18:57:18.856,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
18:57:22.219,Walk,End,Walk,End,Walk,End,Walk,End,,
18:57:23.059,CloseDoor,Start,CloseDoor,Start,,,,,,
18:57:24.741,CloseDoor,End,CloseDoor,End,,,,,,
18:57:27.741,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
18:57:30.681,Walk,End,Walk,End,Walk,End,Walk,End,,
18:57:32.721,BrushTeeth,Start,BrushTeeth,Start,,,,,,
18:57:37.168,BrushTeeth,End,BrushTeeth,End,,,,,,
18:57:39.866,OpenDoor,Start,OpenDoor,Start,,,,,,
18:57:42.387,OpenDoor,End,OpenDoor,End,,,,,,
18:57:46.348,BrushTeeth,Start,BrushTeeth,Start,,,,,,
18:57:51.149,BrushTeeth,End,BrushTeeth,End,,,,,,
18:57:54.034,CloseDoor,Start,CloseDoor,Start,,,,,,
18:57:56.019,CloseDoor,End,CloseDoor,End,,,,,,
18:57:56.052,,,,,,,,,S2,End
18:58:12.777,,,,,,,,,S3,Start
18:58:12.810,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
18:58:14.430,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
18:58:14.910,CleanTable,Start,CleanTable,Start,,,,,,
18:58:17.370,CleanTable,End,CleanTable,End,,,,,,
18:58:18.030,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
18:58:20.010,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
18:58:20.850,PourWater,Start,PourWater,Start,,,,,,
18:58:24.810,PourWater,End,PourWater,End,,,,,,
18:58:24.843,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
18:58:25.983,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
18:58:26.463,DrinkGlass,Start,DrinkGlass,Start,,,,,,
18:58:30.007,DrinkGlass,End,DrinkGlass,End,,,,,,
18:58:30.667,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
18:58:36.074,Walk,End,Walk,End,Walk,End,Walk,End,,
18:58:36.914,DrinkGlass,Start,DrinkGlass,Start,,,,,,
18:58:40.346,DrinkGlass,End,DrinkGlass,End,,,,,,
18:58:41.126,OpenDoor,Start,OpenDoor,Start,,,,,,
18:58:44.066,OpenDoor,End,OpenDoor,End,,,,,,
18:58:46.766,CloseDoor,Start,CloseDoor,Start,,,,,,
18:58:48.926,CloseDoor,End,CloseDoor,End,,,,,,
18:58:51.506,PourWater,Start,PourWater,Start,,,,,,
18:58:56.186,PourWater,End,PourWater,End,,,,,,
18:58:57.866,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
18:59:01.767,Walk,End,Walk,End,Walk,End,Walk,End,,
18:59:03.447,PourWater,Start,PourWater,Start,,,,,,
18:59:06.927,PourWater,End,PourWater,End,,,,,,
18:59:08.787,OpenDoor,Start,OpenDoor,Start,,,,,,
18:59:11.608,OpenDoor,End,OpenDoor,End,,,,,,
18:59:14.188,PourWater,Start,PourWater,Start,,,,,,
18:59:17.560,PourWater,End,PourWater,End,,,,,,
18:59:19.842,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
18:59:23.142,Walk,End,Walk,End,Walk,End,Walk,End,,
18:59:23.982,OpenDoor,Start,OpenDoor,Start,,,,,,
18:59:26.502,OpenDoor,End,OpenDoor,End,,,,,,
18:59:29.262,DrinkGlass,Start,DrinkGlass,Start,,,,,,
18:59:32.870,DrinkGlass,End,DrinkGlass,End,,,,,,
18:59:34.911,BrushTeeth,Start,BrushTeeth,Start,,,,,,
18:59:39.360,BrushTeeth,End,BrushTeeth,End,,,,,,
18:59:42.180,PourWater,Start,PourWater,Start,,,,,,
18:59:46.560,PourWater,End,PourWater,End,,,,,,
18:59:48.480,CloseDoor,Start,CloseDoor,Start,,,,,,
18:59:50.460,CloseDoor,End,CloseDoor,End,,,,,,
18:59:54.540,DrinkGlass,Start,DrinkGlass,Start,,,,,,
18:59:58.215,DrinkGlass,End,DrinkGlass,End,,,,,,
18:59:59.724,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:00:02.977,Walk,End,Walk,End,Walk,End,Walk,End,,
19:00:04.657,DrinkGlass,Start,DrinkGlass,Start,,,,,,
19:00:08.268,DrinkGlass,End,DrinkGlass,End,,,,,,
19:00:09.648,CloseDoor,Start,CloseDoor,Start,,,,,,
19:00:11.450,CloseDoor,End,CloseDoor,End,,,,,,
19:00:14.210,CleanTable,Start,CleanTable,Start,,,,,,
19:00:17.210,CleanTable,End,CleanTable,End,,,,,,
19:00:18.590,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:00:21.050,Walk,End,Walk,End,Walk,End,Walk,End,,
19:00:21.590,PourWater,Start,PourWater,Start,,,,,,
19:00:25.327,PourWater,End,PourWater,End,,,,,,
19:00:25.867,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
19:00:27.847,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
19:00:28.627,DrinkGlass,Start,DrinkGlass,Start,,,,,,
19:00:32.067,DrinkGlass,End,DrinkGlass,End,,,,,,
19:00:32.547,CleanTable,Start,CleanTable,Start,,,,,,
19:00:35.367,CleanTable,End,CleanTable,End,,,,,,
19:00:37.407,PourWater,Start,PourWater,Start,,,,,,
19:00:41.441,PourWater,End,PourWater,End,,,,,,
19:00:41.801,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
19:00:43.243,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
19:00:43.843,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:00:48.484,Walk,End,Walk,End,Walk,End,Walk,End,,
19:00:49.384,OpenDoor,Start,OpenDoor,Start,,,,,,
19:00:51.844,OpenDoor,End,OpenDoor,End,,,,,,
19:00:54.184,PourWater,Start,PourWater,Start,,,,,,
19:00:58.335,PourWater,End,PourWater,End,,,,,,
19:01:00.135,BrushTeeth,Start,BrushTeeth,Start,,,,,,
19:01:04.172,BrushTeeth,End,BrushTeeth,End,,,,,,
19:01:06.332,DrinkGlass,Start,DrinkGlass,Start,,,,,,
19:01:10.239,DrinkGlass,End,DrinkGlass,End,,,,,,
19:01:12.399,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:01:15.891,Walk,End,Walk,End,Walk,End,Walk,End,,
19:01:16.371,CleanTable,Start,CleanTable,Start,,,,,,
19:01:19.251,CleanTable,End,CleanTable,End,,,,,,
19:01:21.231,OpenDoor,Start,OpenDoor,Start,,,,,,
19:01:23.817,OpenDoor,End,OpenDoor,End,,,,,,
19:01:25.919,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:01:28.199,Walk,End,Walk,End,Walk,End,Walk,End,,
19:01:28.679,DrinkGlass,Start,DrinkGlass,Start,,,,,,
19:01:32.294,DrinkGlass,End,DrinkGlass,End,,,,,,
19:01:32.774,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
19:01:34.994,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
19:01:35.174,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
19:01:37.274,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
19:01:38.114,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:01:43.154,Walk,End,Walk,End,Walk,End,Walk,End,,
19:01:44.114,CloseDoor,Start,CloseDoor,Start,,,,,,
19:01:46.634,CloseDoor,End,CloseDoor,End,,,,,,
19:01:46.667,,,,,,,,,S3,End
19:02:16.126,,,,,,,,,S4,Start
19:02:16.159,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
19:02:17.599,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
19:02:19.579,CleanTable,Start,,,CleanTable,Start,,,,
19:02:22.534,CleanTable,End,,,CleanTable,End,,,,
19:02:26.134,PourWater,Start,,,PourWater,Start,,,,
19:02:29.872,PourWater,End,,,PourWater,End,,,,
19:02:29.905,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
19:02:31.132,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
19:02:31.765,DrinkGlass,Start,,,DrinkGlass,Start,,,,
19:02:35.268,DrinkGlass,End,,,DrinkGlass,End,,,,
19:02:35.868,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:02:41.088,Walk,End,Walk,End,Walk,End,Walk,End,,
19:02:41.748,DrinkGlass,Start,,,DrinkGlass,Start,,,,
19:02:45.179,DrinkGlass,End,,,DrinkGlass,End,,,,
19:02:46.199,OpenDoor,Start,OpenDoor,Start,,,,,,
19:02:48.601,OpenDoor,End,OpenDoor,End,,,,,,
19:02:51.065,CloseDoor,Start,CloseDoor,Start,,,,,,
19:02:53.414,CloseDoor,End,CloseDoor,End,,,,,,
19:02:57.980,PourWater,Start,,,PourWater,Start,,,,
19:03:01.591,PourWater,End,,,PourWater,End,,,,
19:03:03.391,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:03:06.945,Walk,End,Walk,End,Walk,End,Walk,End,,
19:03:07.845,PourWater,Start,,,PourWater,Start,,,,
19:03:11.507,PourWater,End,,,PourWater,End,,,,
19:03:12.648,OpenDoor,Start,OpenDoor,Start,,,,,,
19:03:15.294,OpenDoor,End,OpenDoor,End,,,,,,
19:03:17.634,PourWater,Start,,,PourWater,Start,,,,
19:03:21.667,PourWater,End,,,PourWater,End,,,,
19:03:22.327,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:03:25.987,Walk,End,Walk,End,Walk,End,Walk,End,,
19:03:26.887,OpenDoor,Start,OpenDoor,Start,,,,,,
19:03:29.408,OpenDoor,End,OpenDoor,End,,,,,,
19:03:31.876,DrinkGlass,Start,,,DrinkGlass,Start,,,,
19:03:35.374,DrinkGlass,End,,,DrinkGlass,End,,,,
19:03:37.779,BrushTeeth,Start,BrushTeeth,Start,,,,,,
19:03:42.654,BrushTeeth,End,BrushTeeth,End,,,,,,
19:03:46.314,PourWater,Start,,,PourWater,Start,,,,
19:03:50.230,PourWater,End,,,PourWater,End,,,,
19:03:51.850,CloseDoor,Start,CloseDoor,Start,,,,,,
19:03:53.897,CloseDoor,End,CloseDoor,End,,,,,,
19:03:56.238,DrinkGlass,Start,,,DrinkGlass,Start,,,,
19:03:59.734,DrinkGlass,End,,,DrinkGlass,End,,,,
19:04:01.056,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:04:04.729,Walk,End,Walk,End,Walk,End,Walk,End,,
19:04:05.569,DrinkGlass,Start,,,DrinkGlass,Start,,,,
19:04:09.481,DrinkGlass,End,,,DrinkGlass,End,,,,
19:04:10.741,CloseDoor,Start,CloseDoor,Start,,,,,,
19:04:12.423,CloseDoor,End,CloseDoor,End,,,,,,
19:04:15.485,CleanTable,Start,,,CleanTable,Start,,,,
19:04:18.605,CleanTable,End,,,CleanTable,End,,,,
19:04:21.065,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:04:23.585,Walk,End,Walk,End,Walk,End,Walk,End,,
19:04:24.125,PourWater,Start,,,PourWater,Start,,,,
19:04:27.373,PourWater,End,,,PourWater,End,,,,
19:04:27.553,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
19:04:29.593,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
19:04:30.133,DrinkGlass,Start,,,DrinkGlass,Start,,,,
19:04:33.687,DrinkGlass,End,,,DrinkGlass,End,,,,
19:04:34.467,CleanTable,Start,,,CleanTable,Start,,,,
19:04:37.107,CleanTable,End,,,CleanTable,End,,,,
19:04:39.027,PourWater,Start,,,PourWater,Start,,,,
19:04:42.275,PourWater,End,,,PourWater,End,,,,
19:04:43.295,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
19:04:44.675,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
19:04:45.155,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:04:49.909,Walk,End,Walk,End,Walk,End,Walk,End,,
19:04:50.509,OpenDoor,Start,OpenDoor,Start,,,,,,
19:04:53.090,OpenDoor,End,OpenDoor,End,,,,,,
19:04:56.037,PourWater,Start,,,PourWater,Start,,,,
19:04:59.886,PourWater,End,,,PourWater,End,,,,
19:05:01.868,BrushTeeth,Start,BrushTeeth,Start,,,,,,
19:05:06.508,BrushTeeth,End,BrushTeeth,End,,,,,,
19:05:09.388,DrinkGlass,Start,,,DrinkGlass,Start,,,,
19:05:13.363,DrinkGlass,End,,,DrinkGlass,End,,,,
19:05:14.743,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:05:18.297,Walk,End,Walk,End,Walk,End,Walk,End,,
19:05:19.377,CleanTable,Start,,,CleanTable,Start,,,,
19:05:21.852,CleanTable,End,,,CleanTable,End,,,,
19:05:23.713,OpenDoor,Start,OpenDoor,Start,,,,,,
19:05:26.414,OpenDoor,End,OpenDoor,End,,,,,,
19:05:28.214,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:05:30.914,Walk,End,Walk,End,Walk,End,Walk,End,,
19:05:31.994,DrinkGlass,Start,,,DrinkGlass,Start,,,,
19:05:35.368,DrinkGlass,End,,,DrinkGlass,End,,,,
19:05:36.088,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
19:05:38.128,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
19:05:38.428,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
19:05:40.289,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
19:05:41.128,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:05:46.172,Walk,End,Walk,End,Walk,End,Walk,End,,
19:05:46.712,CloseDoor,Start,CloseDoor,Start,,,,,,
19:05:48.458,CloseDoor,End,CloseDoor,End,,,,,,
19:05:48.491,,,,,,,,,S4,End
