#Time,BothArmsLabel,Start/End,RightArmLabel,Start/End,LeftArmLabel,Start/End,Locomotion,Start/End,SessionLabel,Info10
19:32:42.070,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:32:44.231,Walk,End,Walk,End,Walk,End,Walk,End,,
19:32:44.832,OpenDoor,Start,OpenDoor,Start,,,,,,
19:32:47.300,OpenDoor,End,OpenDoor,End,,,,,,
19:32:49.643,CleanTable,Start,,,CleanTable,Start,,,,
19:32:53.498,CleanTable,End,,,CleanTable,End,,,,
19:32:54.820,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:32:57.760,Walk,End,Walk,End,Walk,End,Walk,End,,
19:32:57.940,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
19:32:59.440,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
19:33:00.641,PourWater,Start,,,PourWater,Start,,,,
19:33:03.642,PourWater,End,,,PourWater,End,,,,
19:33:04.182,DrinkGlass,Start,,,DrinkGlass,Start,,,,
19:33:06.470,DrinkGlass,End,,,DrinkGlass,End,,,,
19:33:06.530,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
19:33:07.370,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
19:33:08.090,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:33:11.161,Walk,End,Walk,End,Walk,End,Walk,End,,
19:33:12.122,OpenDoor,Start,OpenDoor,Start,,,,,,
19:33:14.408,OpenDoor,End,OpenDoor,End,,,,,,
19:33:17.530,BrushTeeth,Start,BrushTeeth,Start,,,,,,
19:33:21.622,BrushTeeth,End,BrushTeeth,End,,,,,,
19:33:23.365,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:33:26.248,Walk,End,Walk,End,Walk,End,Walk,End,,
19:33:27.029,CleanTable,Start,,,CleanTable,Start,,,,
19:33:30.692,CleanTable,End,,,CleanTable,End,,,,
19:33:31.352,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
19:33:32.792,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
19:33:34.294,DrinkGlass,Start,,,DrinkGlass,Start,,,,
19:33:37.730,DrinkGlass,End,,,DrinkGlass,End,,,,
19:33:38.811,PourWater,Start,,,PourWater,Start,,,,
19:33:41.705,PourWater,End,,,PourWater,End,,,,
19:33:41.944,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
19:33:42.904,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
19:33:43.564,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:33:46.267,Walk,End,Walk,End,Walk,End,Walk,End,,
19:33:47.288,CloseDoor,Start,CloseDoor,Start,,,,,,
19:33:50.416,CloseDoor,End,CloseDoor,End,,,,,,
19:33:52.582,BrushTeeth,Start,BrushTeeth,Start,,,,,,
19:33:56.805,BrushTeeth,End,BrushTeeth,End,,,,,,
19:33:58.308,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:34:01.015,Walk,End,Walk,End,Walk,End,Walk,End,,
19:34:02.275,CleanTable,Start,,,CleanTable,Start,,,,
19:34:06.007,CleanTable,End,,,CleanTable,End,,,,
19:34:08.110,CloseDoor,Start,CloseDoor,Start,,,,,,
19:34:11.477,CloseDoor,End,CloseDoor,End,,,,,,
19:34:13.101,OpenDoor,Start,OpenDoor,Start,,,,,,
19:34:15.569,OpenDoor,End,OpenDoor,End,,,,,,
19:34:16.533,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:34:19.473,Walk,End,Walk,End,Walk,End,Walk,End,,
19:34:19.533,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
19:34:20.913,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
19:34:21.753,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
19:34:23.073,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
19:34:24.813,PourWater,Start,,,PourWater,Start,,,,
19:34:28.124,PourWater,End,,,PourWater,End,,,,
19:34:29.086,CleanTable,Start,,,CleanTable,Start,,,,
19:34:32.937,CleanTable,End,,,CleanTable,End,,,,
19:34:34.017,DrinkGlass,Start,,,DrinkGlass,Start,,,,
19:34:37.266,DrinkGlass,End,,,DrinkGlass,End,,,,
19:34:37.986,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:34:41.413,Walk,End,Walk,End,Walk,End,Walk,End,,
19:34:41.533,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
19:34:42.854,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
19:34:43.874,CleanTable,Start,,,CleanTable,Start,,,,
19:34:48.615,CleanTable,End,,,CleanTable,End,,,,
19:34:49.635,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
19:34:50.895,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
19:34:52.156,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:34:55.274,Walk,End,Walk,End,Walk,End,Walk,End,,
19:34:56.595,BrushTeeth,Start,BrushTeeth,Start,,,,,,
19:35:00.947,BrushTeeth,End,BrushTeeth,End,,,,,,
19:35:02.456,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:35:05.465,Walk,End,Walk,End,Walk,End,Walk,End,,
19:35:06.245,CloseDoor,Start,CloseDoor,Start,,,,,,
19:35:09.851,CloseDoor,End,CloseDoor,End,,,,,,
19:35:10.812,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:35:14.713,Walk,End,Walk,End,Walk,End,Walk,End,,
19:35:16.814,BrushTeeth,Start,BrushTeeth,Start,,,,,,
19:35:21.578,BrushTeeth,End,BrushTeeth,End,,,,,,
19:35:23.688,OpenDoor,Start,OpenDoor,Start,,,,,,
19:35:25.856,OpenDoor,End,OpenDoor,End,,,,,,
19:35:27.962,BrushTeeth,Start,BrushTeeth,Start,,,,,,
19:35:31.411,BrushTeeth,End,BrushTeeth,End,,,,,,
19:35:34.004,CloseDoor,Start,CloseDoor,Start,,,,,,
19:35:37.203,CloseDoor,End,CloseDoor,End,,,,,,
19:35:37.263,,,,,,,,,S2,End
19:36:30.825,,,,,,,,,S3,Start
19:36:30.885,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
19:36:31.846,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
19:36:32.507,CleanTable,Start,CleanTable,Start,,,,,,
19:36:35.809,CleanTable,End,CleanTable,End,,,,,,
19:36:38.271,PourWater,Start,PourWater,Start,,,,,,
19:36:40.917,PourWater,End,PourWater,End,,,,,,
19:36:40.977,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
19:36:42.060,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
19:36:42.480,DrinkGlass,Start,DrinkGlass,Start,,,,,,
19:36:45.252,DrinkGlass,End,DrinkGlass,End,,,,,,
19:36:46.212,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:36:50.354,Walk,End,Walk,End,Walk,End,Walk,End,,
19:36:51.014,DrinkGlass,Start,DrinkGlass,Start,,,,,,
19:36:53.963,DrinkGlass,End,DrinkGlass,End,,,,,,
19:36:55.463,OpenDoor,Start,OpenDoor,Start,,,,,,
19:36:57.874,OpenDoor,End,OpenDoor,End,,,,,,
19:37:00.463,CloseDoor,Start,CloseDoor,Start,,,,,,
19:37:03.833,CloseDoor,End,CloseDoor,End,,,,,,
19:37:04.793,PourWater,Start,PourWater,Start,,,,,,
19:37:08.043,PourWater,End,PourWater,End,,,,,,
19:37:09.547,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:37:13.393,Walk,End,Walk,End,Walk,End,Walk,End,,
19:37:14.533,PourWater,Start,PourWater,Start,,,,,,
19:37:17.600,PourWater,End,PourWater,End,,,,,,
19:37:18.680,OpenDoor,Start,OpenDoor,Start,,,,,,
19:37:20.791,OpenDoor,End,OpenDoor,End,,,,,,
19:37:23.918,PourWater,Start,PourWater,Start,,,,,,
19:37:26.934,PourWater,End,PourWater,End,,,,,,
19:37:27.294,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:37:30.481,Walk,End,Walk,End,Walk,End,Walk,End,,
19:37:31.083,OpenDoor,Start,OpenDoor,Start,,,,,,
19:37:33.610,OpenDoor,End,OpenDoor,End,,,,,,
19:37:35.837,DrinkGlass,Start,DrinkGlass,Start,,,,,,
19:37:38.544,DrinkGlass,End,DrinkGlass,End,,,,,,
19:37:39.924,BrushTeeth,Start,BrushTeeth,Start,,,,,,
19:37:45.474,BrushTeeth,End,BrushTeeth,End,,,,,,
19:37:47.281,PourWater,Start,PourWater,Start,,,,,,
19:37:50.112,PourWater,End,PourWater,End,,,,,,
19:37:51.856,CloseDoor,Start,CloseDoor,Start,,,,,,
19:37:54.991,CloseDoor,End,CloseDoor,End,,,,,,
19:37:57.033,DrinkGlass,Start,DrinkGlass,Start,,,,,,
19:38:00.105,DrinkGlass,End,DrinkGlass,End,,,,,,
19:38:00.889,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:38:04.559,Walk,End,Walk,End,Walk,End,Walk,End,,
19:38:05.519,DrinkGlass,Start,DrinkGlass,Start,,,,,,
19:38:08.473,DrinkGlass,End,DrinkGlass,End,,,,,,
19:38:10.456,CloseDoor,Start,CloseDoor,Start,,,,,,
19:38:13.773,CloseDoor,End,CloseDoor,End,,,,,,
19:38:14.737,CleanTable,Start,CleanTable,Start,,,,,,
19:38:18.480,CleanTable,End,CleanTable,End,,,,,,
19:38:19.140,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:38:22.145,Walk,End,Walk,End,Walk,End,Walk,End,,
19:38:22.625,PourWater,Start,PourWater,Start,,,,,,
19:38:25.398,PourWater,End,PourWater,End,,,,,,
19:38:27.019,DrinkGlass,Start,DrinkGlass,Start,,,,,,
19:38:29.908,DrinkGlass,End,DrinkGlass,End,,,,,,
19:38:30.508,CleanTable,Start,CleanTable,Start,,,,,,
19:38:34.240,CleanTable,End,CleanTable,End,,,,,,
19:38:36.343,PourWater,Start,PourWater,Start,,,,,,
19:38:38.926,PourWater,End,PourWater,End,,,,,,
19:38:39.286,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
19:38:40.006,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
19:38:40.666,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:38:44.162,Walk,End,Walk,End,Walk,End,Walk,End,,
19:38:44.885,OpenDoor,Start,OpenDoor,Start,,,,,,
19:38:47.352,OpenDoor,End,OpenDoor,End,,,,,,
19:38:48.552,PourWater,Start,PourWater,Start,,,,,,
19:38:51.017,PourWater,End,PourWater,End,,,,,,
19:38:52.459,BrushTeeth,Start,BrushTeeth,Start,,,,,,
19:38:56.560,BrushTeeth,End,BrushTeeth,End,,,,,,
19:38:58.360,DrinkGlass,Start,DrinkGlass,Start,,,,,,
19:39:01.073,DrinkGlass,End,DrinkGlass,End,,,,,,
19:39:02.335,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:39:05.881,Walk,End,Walk,End,Walk,End,Walk,End,,
19:39:06.482,CleanTable,Start,CleanTable,Start,,,,,,
19:39:10.148,CleanTable,End,CleanTable,End,,,,,,
19:39:10.748,OpenDoor,Start,OpenDoor,Start,,,,,,
19:39:13.333,OpenDoor,End,OpenDoor,End,,,,,,
19:39:14.472,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:39:16.872,Walk,End,Walk,End,Walk,End,Walk,End,,
19:39:17.412,DrinkGlass,Start,,,DrinkGlass,Start,,,,
19:39:20.306,DrinkGlass,End,,,DrinkGlass,End,,,,
19:39:20.366,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
19:39:21.806,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
19:39:21.866,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
19:39:23.246,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
19:39:24.086,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:39:28.179,Walk,End,Walk,End,Walk,End,Walk,End,,
19:39:30.099,CloseDoor,Start,CloseDoor,Start,,,,,,
19:39:32.574,CloseDoor,End,CloseDoor,End,,,,,,
19:39:32.634,,,,,,,,,S3,End
19:40:00.054,,,,,,,,,S4,Start
19:40:00.114,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
19:40:01.434,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
19:40:02.034,CleanTable,Start,,,CleanTable,Start,,,,
19:40:05.333,CleanTable,End,,,CleanTable,End,,,,
19:40:05.393,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
19:40:06.653,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
19:40:07.433,PourWater,Start,,,PourWater,Start,,,,
19:40:09.474,PourWater,End,,,PourWater,End,,,,
19:40:10.313,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
19:40:11.213,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
19:40:11.693,DrinkGlass,Start,,,DrinkGlass,Start,,,,
19:40:14.278,DrinkGlass,End,,,DrinkGlass,End,,,,
19:40:14.938,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:40:18.666,Walk,End,Walk,End,Walk,End,Walk,End,,
19:40:19.626,DrinkGlass,Start,,,DrinkGlass,Start,,,,
19:40:21.851,DrinkGlass,End,,,DrinkGlass,End,,,,
19:40:22.331,OpenDoor,Start,OpenDoor,Start,,,,,,
19:40:24.737,OpenDoor,End,OpenDoor,End,,,,,,
19:40:26.785,CloseDoor,Start,CloseDoor,Start,,,,,,
19:40:29.366,CloseDoor,End,CloseDoor,End,,,,,,
19:40:30.809,PourWater,Start,,,PourWater,Start,,,,
19:40:33.395,PourWater,End,,,PourWater,End,,,,
19:40:34.417,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:40:37.780,Walk,End,Walk,End,Walk,End,Walk,End,,
19:40:38.563,OpenDoor,Start,OpenDoor,Start,,,,,,
19:40:40.732,OpenDoor,End,OpenDoor,End,,,,,,
19:40:43.199,PourWater,Start,,,PourWater,Start,,,,
19:40:45.421,PourWater,End,,,PourWater,End,,,,
19:40:46.382,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:40:49.324,Walk,End,Walk,End,Walk,End,Walk,End,,
19:40:49.864,OpenDoor,Start,OpenDoor,Start,,,,,,
19:40:52.092,OpenDoor,End,OpenDoor,End,,,,,,
19:40:53.834,DrinkGlass,Start,,,DrinkGlass,Start,,,,
19:40:56.726,DrinkGlass,End,,,DrinkGlass,End,,,,
19:40:58.227,BrushTeeth,Start,BrushTeeth,Start,,,,,,
19:41:01.667,BrushTeeth,End,BrushTeeth,End,,,,,,
19:41:03.347,PourWater,Start,,,PourWater,Start,,,,
19:41:06.291,PourWater,End,,,PourWater,End,,,,
19:41:07.912,CloseDoor,Start,CloseDoor,Start,,,,,,
19:41:10.502,CloseDoor,End,CloseDoor,End,,,,,,
19:41:13.086,DrinkGlass,Start,,,DrinkGlass,Start,,,,
19:41:16.038,DrinkGlass,End,,,DrinkGlass,End,,,,
19:41:16.818,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:41:21.209,Walk,End,Walk,End,Walk,End,Walk,End,,
19:41:22.472,DrinkGlass,Start,,,DrinkGlass,Start,,,,
19:41:25.238,DrinkGlass,End,,,DrinkGlass,End,,,,
19:41:26.801,CloseDoor,Start,CloseDoor,Start,,,,,,
19:41:29.989,CloseDoor,End,CloseDoor,End,,,,,,
19:41:31.009,CleanTable,Start,,,CleanTable,Start,,,,
19:41:34.559,CleanTable,End,,,CleanTable,End,,,,
19:41:35.519,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:41:38.579,Walk,End,Walk,End,Walk,End,Walk,End,,
19:41:40.381,PourWater,Start,,,PourWater,Start,,,,
19:41:41.946,PourWater,End,,,PourWater,End,,,,
19:41:42.006,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
19:41:43.326,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
19:41:44.166,DrinkGlass,Start,,,DrinkGlass,Start,,,,
19:41:46.454,DrinkGlass,End,,,DrinkGlass,End,,,,
19:41:46.936,CleanTable,Start,,,CleanTable,Start,,,,
19:41:50.899,CleanTable,End,,,CleanTable,End,,,,
19:41:52.159,PourWater,Start,,,PourWater,Start,,,,
19:41:54.804,PourWater,End,,,PourWater,End,,,,
19:41:54.864,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
19:41:55.765,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
19:41:56.425,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:41:59.849,Walk,End,Walk,End,Walk,End,Walk,End,,
19:42:00.689,OpenDoor,Start,OpenDoor,Start,,,,,,
19:42:02.683,OpenDoor,End,OpenDoor,End,,,,,,
19:42:04.486,PourWater,Start,,,PourWater,Start,,,,
19:42:06.952,PourWater,End,,,PourWater,End,,,,
19:42:08.453,BrushTeeth,Start,BrushTeeth,Start,,,,,,
19:42:12.678,BrushTeeth,End,BrushTeeth,End,,,,,,
19:42:14.540,DrinkGlass,Start,,,DrinkGlass,Start,,,,
19:42:16.764,DrinkGlass,End,,,DrinkGlass,End,,,,
19:42:17.785,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:42:21.579,Walk,End,Walk,End,Walk,End,Walk,End,,
19:42:21.999,CleanTable,Start,,,CleanTable,Start,,,,
19:42:25.423,CleanTable,End,,,CleanTable,End,,,,
19:42:26.083,OpenDoor,Start,OpenDoor,Start,,,,,,
19:42:28.429,OpenDoor,End,OpenDoor,End,,,,,,
19:42:29.994,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:42:31.678,Walk,End,Walk,End,Walk,End,Walk,End,,
19:42:32.279,DrinkGlass,Start,,,DrinkGlass,Start,,,,
19:42:34.993,DrinkGlass,End,,,DrinkGlass,End,,,,
19:42:35.053,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
19:42:36.313,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
19:42:37.213,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
19:42:38.419,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
19:42:39.320,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
19:42:42.392,Walk,End,Walk,End,Walk,End,Walk,End,,
19:42:42.992,CloseDoor,Start,CloseDoor,Start,,,,,,
19:42:46.361,CloseDoor,End,CloseDoor,End,,,,,,
19:42:46.421,,,,,,,,,S4,End
