#Time,BothArmsLabel,Start/End,RightArmLabel,Start/End,LeftArmLabel,Start/End,Locomotion,Start/End,SessionLabel,Info10
17:02:50.572,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
17:02:52.496,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
17:02:52.856,CleanTable,Start,CleanTable,Start,,,,,,
17:02:56.877,CleanTable,End,CleanTable,End,,,,,,
17:02:57.177,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
17:02:58.438,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
17:02:59.679,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:03:04.064,Walk,End,Walk,End,Walk,End,Walk,End,,
17:03:06.354,BrushTeeth,Start,BrushTeeth,Start,,,,,,
17:03:15.747,BrushTeeth,End,BrushTeeth,End,,,,,,
17:03:18.096,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:03:22.077,Walk,End,Walk,End,Walk,End,Walk,End,,
17:03:24.598,CloseDoor,Start,CloseDoor,Start,,,,,,
17:03:28.801,CloseDoor,End,CloseDoor,End,,,,,,
17:03:30.002,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:03:34.524,Walk,End,Walk,End,Walk,End,Walk,End,,
17:03:36.088,BrushTeeth,Start,BrushTeeth,Start,,,,,,
17:03:43.793,BrushTeeth,End,BrushTeeth,End,,,,,,
17:03:45.960,OpenDoor,Start,OpenDoor,Start,,,,,,
17:03:48.719,OpenDoor,End,OpenDoor,End,,,,,,
17:03:51.677,BrushTeeth,Start,BrushTeeth,Start,,,,,,
17:03:59.184,BrushTeeth,End,BrushTeeth,End,,,,,,
17:04:02.681,CloseDoor,Start,CloseDoor,Start,,,,,,
17:04:07.315,CloseDoor,End,CloseDoor,End,,,,,,
17:04:07.375,,,,,,,,,S1,End
17:04:22.624,,,,,,,,,S2,Start
17:04:22.684,DrinkGlass,Start,,,DrinkGlass,Start,,,,
17:04:26.782,DrinkGlass,End,,,DrinkGlass,End,,,,
17:04:27.622,PourWater,Start,,,PourWater,Start,,,,
17:04:31.908,PourWater,End,,,PourWater,End,,,,
17:04:32.388,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
17:04:33.469,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
17:04:33.829,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:04:36.840,Walk,End,Walk,End,Walk,End,Walk,End,,
17:04:37.800,OpenDoor,Start,OpenDoor,Start,,,,,,
17:04:40.626,OpenDoor,End,OpenDoor,End,,,,,,
17:04:44.473,CleanTable,Start,,,CleanTable,Start,,,,
17:04:49.279,CleanTable,End,,,CleanTable,End,,,,
17:04:52.109,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:04:54.449,Walk,End,Walk,End,Walk,End,Walk,End,,
17:04:55.350,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
17:04:56.730,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
17:04:58.237,PourWater,Start,,,PourWater,Start,,,,
17:05:01.903,PourWater,End,,,PourWater,End,,,,
17:05:02.683,DrinkGlass,Start,,,DrinkGlass,Start,,,,
17:05:06.782,DrinkGlass,End,,,DrinkGlass,End,,,,
17:05:07.322,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
17:05:08.524,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
17:05:09.184,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:05:13.756,Walk,End,Walk,End,Walk,End,Walk,End,,
17:05:14.476,OpenDoor,Start,OpenDoor,Start,,,,,,
17:05:17.183,OpenDoor,End,OpenDoor,End,,,,,,
17:05:20.248,BrushTeeth,Start,BrushTeeth,Start,,,,,,
17:05:29.792,BrushTeeth,End,BrushTeeth,End,,,,,,
17:05:32.013,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:05:35.974,Walk,End,Walk,End,Walk,End,Walk,End,,
17:05:36.454,CleanTable,Start,,,CleanTable,Start,,,,
17:05:40.730,CleanTable,End,,,CleanTable,End,,,,
17:05:42.161,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
17:05:43.850,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
17:05:45.412,DrinkGlass,Start,,,DrinkGlass,Start,,,,
17:05:48.734,DrinkGlass,End,,,DrinkGlass,End,,,,
17:05:49.575,PourWater,Start,,,PourWater,Start,,,,
17:05:54.103,PourWater,End,,,PourWater,End,,,,
17:05:54.644,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
17:05:55.964,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
17:06:01.256,CloseDoor,Start,CloseDoor,Start,,,,,,
17:06:04.209,CloseDoor,End,CloseDoor,End,,,,,,
17:06:07.403,BrushTeeth,Start,BrushTeeth,Start,,,,,,
17:06:15.102,BrushTeeth,End,BrushTeeth,End,,,,,,
17:06:17.990,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:06:23.402,Walk,End,Walk,End,Walk,End,Walk,End,,
17:06:23.822,CleanTable,Start,,,CleanTable,Start,,,,
17:06:28.649,CleanTable,End,,,CleanTable,End,,,,
17:06:32.613,CloseDoor,Start,CloseDoor,Start,,,,,,
17:06:36.946,CloseDoor,End,CloseDoor,End,,,,,,
17:06:38.999,OpenDoor,Start,OpenDoor,Start,,,,,,
17:06:42.077,OpenDoor,End,OpenDoor,End,,,,,,
17:06:43.764,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:06:46.295,Walk,End,Walk,End,Walk,End,Walk,End,,
17:06:46.355,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
17:06:48.036,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
17:06:49.055,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
17:06:50.915,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
17:06:51.935,PourWater,Start,,,PourWater,Start,,,,
17:06:56.165,PourWater,End,,,PourWater,End,,,,
17:06:56.767,CleanTable,Start,,,CleanTable,Start,,,,
17:07:01.478,CleanTable,End,,,CleanTable,End,,,,
17:07:02.319,DrinkGlass,Start,,,DrinkGlass,Start,,,,
17:07:07.503,DrinkGlass,End,,,DrinkGlass,End,,,,
17:07:09.007,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:07:11.897,Walk,End,Walk,End,Walk,End,Walk,End,,
17:07:13.517,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
17:07:15.138,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
17:07:15.496,CleanTable,Start,,,CleanTable,Start,,,,
17:07:19.785,CleanTable,End,,,CleanTable,End,,,,
17:07:19.845,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
17:07:21.410,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
17:07:22.188,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:07:26.836,Walk,End,Walk,End,Walk,End,Walk,End,,
17:07:28.526,BrushTeeth,Start,BrushTeeth,Start,,,,,,
17:07:36.021,BrushTeeth,End,BrushTeeth,End,,,,,,
17:07:38.865,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:07:41.719,Walk,End,Walk,End,Walk,End,Walk,End,,
17:07:43.463,CloseDoor,Start,CloseDoor,Start,,,,,,
17:07:47.988,CloseDoor,End,CloseDoor,End,,,,,,
17:07:49.318,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:07:54.212,Walk,End,Walk,End,Walk,End,Walk,End,,
17:07:56.864,BrushTeeth,Start,BrushTeeth,Start,,,,,,
17:08:04.592,BrushTeeth,End,BrushTeeth,End,,,,,,
17:08:07.549,OpenDoor,Start,OpenDoor,Start,,,,,,
17:08:10.753,OpenDoor,End,OpenDoor,End,,,,,,
17:08:13.534,BrushTeeth,Start,BrushTeeth,Start,,,,,,
17:08:20.056,BrushTeeth,End,BrushTeeth,End,,,,,,
17:08:22.955,CloseDoor,Start,CloseDoor,Start,,,,,,
17:08:25.438,CloseDoor,End,CloseDoor,End,,,,,,
17:08:25.498,,,,,,,,,S2,End
17:08:43.693,,,,,,,,,S3,Start
17:08:43.753,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
17:08:45.259,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
17:08:46.879,CleanTable,Start,CleanTable,Start,,,,,,
17:08:50.667,CleanTable,End,CleanTable,End,,,,,,
17:08:50.727,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
17:08:52.353,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
17:08:54.273,DrinkGlass,Start,DrinkGlass,Start,,,,,,
17:08:58.487,DrinkGlass,End,DrinkGlass,End,,,,,,
17:08:59.087,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
17:09:00.468,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
17:09:01.069,DrinkGlass,Start,DrinkGlass,Start,,,,,,
17:09:05.522,DrinkGlass,End,DrinkGlass,End,,,,,,
17:09:06.158,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:09:11.355,Walk,End,Walk,End,Walk,End,Walk,End,,
17:09:12.361,DrinkGlass,Start,DrinkGlass,Start,,,,,,
17:09:17.422,DrinkGlass,End,DrinkGlass,End,,,,,,
17:09:18.384,OpenDoor,Start,OpenDoor,Start,,,,,,
17:09:20.857,OpenDoor,End,OpenDoor,End,,,,,,
17:09:22.901,CloseDoor,Start,CloseDoor,Start,,,,,,
17:09:26.390,CloseDoor,End,CloseDoor,End,,,,,,
17:09:27.898,PourWater,Start,PourWater,Start,,,,,,
17:09:32.061,PourWater,End,PourWater,End,,,,,,
17:09:33.744,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:09:38.022,Walk,End,Walk,End,Walk,End,Walk,End,,
17:09:40.063,PourWater,Start,PourWater,Start,,,,,,
17:09:45.309,PourWater,End,PourWater,End,,,,,,
17:09:47.050,OpenDoor,Start,OpenDoor,Start,,,,,,
17:09:50.417,OpenDoor,End,OpenDoor,End,,,,,,
17:09:53.009,PourWater,Start,PourWater,Start,,,,,,
17:09:57.583,PourWater,End,PourWater,End,,,,,,
17:09:58.062,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:10:02.696,Walk,End,Walk,End,Walk,End,Walk,End,,
17:10:03.118,OpenDoor,Start,OpenDoor,Start,,,,,,
17:10:05.589,OpenDoor,End,OpenDoor,End,,,,,,
17:10:08.054,DrinkGlass,Start,DrinkGlass,Start,,,,,,
17:10:13.180,DrinkGlass,End,DrinkGlass,End,,,,,,
17:10:14.684,BrushTeeth,Start,BrushTeeth,Start,,,,,,
17:10:21.736,BrushTeeth,End,BrushTeeth,End,,,,,,
17:10:23.898,PourWater,Start,PourWater,Start,,,,,,
17:10:28.592,PourWater,End,PourWater,End,,,,,,
17:10:29.974,CloseDoor,Start,CloseDoor,Start,,,,,,
17:10:33.643,CloseDoor,End,CloseDoor,End,,,,,,
17:10:35.386,DrinkGlass,Start,DrinkGlass,Start,,,,,,
17:10:40.509,DrinkGlass,End,DrinkGlass,End,,,,,,
17:10:41.229,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:10:45.746,Walk,End,Walk,End,Walk,End,Walk,End,,
17:10:46.406,DrinkGlass,Start,DrinkGlass,Start,,,,,,
17:10:50.679,DrinkGlass,End,DrinkGlass,End,,,,,,
17:10:52.244,CloseDoor,Start,CloseDoor,Start,,,,,,
17:10:57.373,CloseDoor,End,CloseDoor,End,,,,,,
17:10:58.874,CleanTable,Start,CleanTable,Start,,,,,,
17:11:03.573,CleanTable,End,CleanTable,End,,,,,,
17:11:03.633,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:11:06.155,Walk,End,Walk,End,Walk,End,Walk,End,,
17:11:06.515,PourWater,Start,PourWater,Start,,,,,,
17:11:10.129,PourWater,End,PourWater,End,,,,,,
17:11:10.189,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
17:11:11.819,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
17:11:12.601,DrinkGlass,Start,DrinkGlass,Start,,,,,,
17:11:16.507,DrinkGlass,End,DrinkGlass,End,,,,,,
17:11:16.989,CleanTable,Start,CleanTable,Start,,,,,,
17:11:20.531,CleanTable,End,CleanTable,End,,,,,,
17:11:21.491,PourWater,Start,PourWater,Start,,,,,,
17:11:26.131,PourWater,End,PourWater,End,,,,,,
17:11:26.190,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
17:11:27.211,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
17:11:28.231,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:11:32.931,Walk,End,Walk,End,Walk,End,Walk,End,,
17:11:33.651,OpenDoor,Start,OpenDoor,Start,,,,,,
17:11:36.419,OpenDoor,End,OpenDoor,End,,,,,,
17:11:38.944,PourWater,Start,PourWater,Start,,,,,,
17:11:43.584,PourWater,End,PourWater,End,,,,,,
17:11:45.083,BrushTeeth,Start,BrushTeeth,Start,,,,,,
17:11:52.132,BrushTeeth,End,BrushTeeth,End,,,,,,
17:11:54.299,DrinkGlass,Start,DrinkGlass,Start,,,,,,
17:11:58.943,DrinkGlass,End,DrinkGlass,End,,,,,,
17:12:00.085,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:12:04.470,Walk,End,Walk,End,Walk,End,Walk,End,,
17:12:05.010,CleanTable,Start,CleanTable,Start,,,,,,
17:12:09.533,CleanTable,End,CleanTable,End,,,,,,
17:12:11.217,OpenDoor,Start,OpenDoor,Start,,,,,,
17:12:13.863,OpenDoor,End,OpenDoor,End,,,,,,
17:12:15.189,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:12:17.890,Walk,End,Walk,End,Walk,End,Walk,End,,
17:12:19.450,DrinkGlass,Start,DrinkGlass,Start,,,,,,
17:12:23.237,DrinkGlass,End,DrinkGlass,End,,,,,,
17:12:23.297,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
17:12:24.797,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
17:12:25.335,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
17:12:26.896,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
17:12:27.735,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:12:31.523,Walk,End,Walk,End,Walk,End,Walk,End,,
17:12:32.303,CloseDoor,Start,CloseDoor,Start,,,,,,
17:12:34.954,CloseDoor,End,CloseDoor,End,,,,,,
17:12:35.014,,,,,,,,,S3,End
17:12:56.352,,,,,,,,,S4,Start
17:12:56.412,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
17:12:57.792,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
17:12:58.749,CleanTable,Start,,,CleanTable,Start,,,,
17:13:02.660,CleanTable,End,,,CleanTable,End,,,,
17:13:02.720,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
17:13:04.100,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
17:13:05.181,PourWater,Start,,,PourWater,Start,,,,
17:13:09.457,PourWater,End,,,PourWater,End,,,,
17:13:09.994,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
17:13:11.254,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
17:13:11.734,DrinkGlass,Start,,,DrinkGlass,Start,,,,
17:13:16.314,DrinkGlass,End,,,DrinkGlass,End,,,,
17:13:17.335,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:13:22.625,Walk,End,Walk,End,Walk,End,Walk,End,,
17:13:23.525,DrinkGlass,Start,,,DrinkGlass,Start,,,,
17:13:28.525,DrinkGlass,End,,,DrinkGlass,End,,,,
17:13:29.245,OpenDoor,Start,OpenDoor,Start,,,,,,
17:13:32.859,OpenDoor,End,OpenDoor,End,,,,,,
17:13:35.692,CloseDoor,Start,CloseDoor,Start,,,,,,
17:13:38.221,CloseDoor,End,CloseDoor,End,,,,,,
17:13:42.321,PourWater,Start,,,PourWater,Start,,,,
17:13:47.376,PourWater,End,,,PourWater,End,,,,
17:13:48.696,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:13:52.792,Walk,End,Walk,End,Walk,End,Walk,End,,
17:13:53.512,PourWater,Start,,,PourWater,Start,,,,
17:13:58.208,PourWater,End,,,PourWater,End,,,,
17:13:59.892,OpenDoor,Start,OpenDoor,Start,,,,,,
17:14:02.611,OpenDoor,End,OpenDoor,End,,,,,,
17:14:04.774,PourWater,Start,,,PourWater,Start,,,,
17:14:09.768,PourWater,End,,,PourWater,End,,,,
17:14:10.912,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:14:14.705,Walk,End,Walk,End,Walk,End,Walk,End,,
17:14:15.188,OpenDoor,Start,OpenDoor,Start,,,,,,
17:14:18.379,OpenDoor,End,OpenDoor,End,,,,,,
17:14:21.869,DrinkGlass,Start,,,DrinkGlass,Start,,,,
17:14:26.758,DrinkGlass,End,,,DrinkGlass,End,,,,
17:14:28.623,BrushTeeth,Start,BrushTeeth,Start,,,,,,
17:14:35.489,BrushTeeth,End,BrushTeeth,End,,,,,,
17:14:37.594,PourWater,Start,,,PourWater,Start,,,,
17:14:42.294,PourWater,End,,,PourWater,End,,,,
17:14:44.580,CloseDoor,Start,CloseDoor,Start,,,,,,
17:14:48.425,CloseDoor,End,CloseDoor,End,,,,,,
17:14:50.292,DrinkGlass,Start,,,DrinkGlass,Start,,,,
17:14:54.629,DrinkGlass,End,,,DrinkGlass,End,,,,
17:14:55.890,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:15:00.572,Walk,End,Walk,End,Walk,End,Walk,End,,
17:15:01.052,DrinkGlass,Start,,,DrinkGlass,Start,,,,
17:15:05.456,DrinkGlass,End,,,DrinkGlass,End,,,,
17:15:06.661,CloseDoor,Start,CloseDoor,Start,,,,,,
17:15:11.530,CloseDoor,End,CloseDoor,End,,,,,,
17:15:12.974,CleanTable,Start,,,CleanTable,Start,,,,
17:15:16.882,CleanTable,End,,,CleanTable,End,,,,
17:15:17.962,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:15:21.322,Walk,End,Walk,End,Walk,End,Walk,End,,
17:15:21.802,PourWater,Start,,,PourWater,Start,,,,
17:15:25.407,PourWater,End,,,PourWater,End,,,,
17:15:26.007,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
17:15:27.568,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
17:15:28.288,DrinkGlass,Start,,,DrinkGlass,Start,,,,
17:15:32.263,DrinkGlass,End,,,DrinkGlass,End,,,,
17:15:32.982,CleanTable,Start,,,CleanTable,Start,,,,
17:15:37.243,CleanTable,End,,,CleanTable,End,,,,
17:15:38.024,PourWater,Start,,,PourWater,Start,,,,
17:15:42.775,PourWater,End,,,PourWater,End,,,,
17:15:43.556,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
17:15:44.696,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
17:15:45.657,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:15:50.661,Walk,End,Walk,End,Walk,End,Walk,End,,
17:15:51.081,OpenDoor,Start,OpenDoor,Start,,,,,,
17:15:54.026,OpenDoor,End,OpenDoor,End,,,,,,
17:15:56.627,PourWater,Start,,,PourWater,Start,,,,
17:16:01.619,PourWater,End,,,PourWater,End,,,,
17:16:05.161,BrushTeeth,Start,BrushTeeth,Start,,,,,,
17:16:12.400,BrushTeeth,End,BrushTeeth,End,,,,,,
17:16:14.514,DrinkGlass,Start,,,DrinkGlass,Start,,,,
17:16:19.278,DrinkGlass,End,,,DrinkGlass,End,,,,
17:16:20.422,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:16:24.993,Walk,End,Walk,End,Walk,End,Walk,End,,
17:16:25.895,CleanTable,Start,,,CleanTable,Start,,,,
17:16:31.552,CleanTable,End,,,CleanTable,End,,,,
17:16:32.933,OpenDoor,Start,OpenDoor,Start,,,,,,
17:16:35.818,OpenDoor,End,OpenDoor,End,,,,,,
17:16:36.902,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:16:39.422,Walk,End,Walk,End,Walk,End,Walk,End,,
17:16:39.842,DrinkGlass,Start,,,DrinkGlass,Start,,,,
17:16:44.603,DrinkGlass,End,,,DrinkGlass,End,,,,
17:16:45.204,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
17:16:46.889,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
17:16:48.034,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
17:16:49.715,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
17:16:50.616,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
17:16:54.332,Walk,End,Walk,End,Walk,End,Walk,End,,
17:16:55.177,CloseDoor,Start,CloseDoor,Start,,,,,,
17:16:58.307,CloseDoor,End,CloseDoor,End,,,,,,
17:16:58.367,,,,,,,,,S4,End
